,product_name_es,quantity,brands,categories,nutrition_data_per,nutrition_data_prepared_per,energy-kcal_value,energy-kcal_unit,fat_value,fat_unit,saturated-fat_value,saturated-fat_unit,carbohydrates_value,carbohydrates_unit,sugars_value,sugars_unit,proteins_value,proteins_unit,salt_value,salt_unit,sodium_value,sodium_unit,energy_value,energy_unit,off:food_groups,off:food_groups_tags,off:nova_groups_tags,off:nutriscore_grade,Categoria
443,Pepsi Max Zero Cafeína,,Pepsi,"Bebidas y preparaciones de bebidas, Bebidas, Bebidas carbonatadas, Bebidas endulzadas artificialmente, Sodas, Bebidas light, Bebidas de cola, Sodas light, Cola sin cafeína, Bebida de cola light",100g,100g,0.5,kcal,0.0,g,0.0,g,0.1,g,0.0,g,0.1,g,0.01,g,0.004,g,2.0,kJ,en:artificially-sweetened-beverages,"en:beverages,en:artificially-sweetened-beverages",en:4-ultra-processed-food-and-drink-products,c,"Bebidas, Agua e Infusiones"
444,Yogur. Estilo griego Stracciatella,750 g ℮ (6 x 125g),Eroski,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, Yogures estilo griego",100g,100g,153.0,kcal,9.2,g,6.2,g,15.0,g,15.0,g,2.4,g,0.1,g,0.04,g,638.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,d,Lácteos y Derivados
445,Lasaña boloñesa,359 g.,Día,"Condimentos, Productos a base de carne, Comidas preparadas, Platos de pasta, Comidas con carne, Lasaña preparada, Salsas, Salsas con carne, Salsas para pastas, Salsas para pasta a base de carne, en:Meat lasagnas, Lasaña boloñesa, Salsas boloñesas, en:Groceries",100g,100g,169.0,kcal,9.2,g,3.1,g,14.0,g,2.3,g,7.2,g,0.84,g,0.336,g,169.0,kcal,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,c,"Salsas, Condimentos y Aditivos"
446,Piña en su jugo,,jazmin,lt:Piña,100g,100g,55.0,kcal,0.1,g,0.0,g,13.2,g,11.0,g,0.4,g,0.01,g,0.004,g,55.0,kcal,,,en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
447,Kéfir14 cítricos,500 ml,casa grande de xanceda,"Bebidas y preparaciones de bebidas, Bebidas, Lácteos, Comidas fermentadas, Productos fermentados de la leche, Bebida lácteas, Bebidas fermentadas, Bebidas de leche fermentada, Kéfir",100g,100g,75.7,kcal,1.4,g,0.9,g,12.8,g,12.3,g,2.8,g,0.07,g,0.028,g,317.1,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:3-processed-foods,d,Lácteos y Derivados
448,Tortillas de trigo,10,"Carrefour, Carrefour sensation","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Panes, Panes planos, Tortitas de cereales, Tortitas de trigo, Tortillas, Tortillas de trigo",100g,100g,318.0,kcal,7.5,g,1.8,g,53.0,g,1.5,g,8.3,g,1.6,g,0.64,g,1342.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
449,Leche entera de vaca sin lactosa,,Hacendado,"Lácteos, Leches, Leche de vaca",100g,100g,62.0,kcal,3.6,g,2.4,g,4.5,g,4.5,g,3.0,g,0.13,g,0.052,g,62.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
450,Queso fresco batido,400g,Granja Rinya,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Queso fresco",100g,100g,49.0,kcal,0.5,g,0.1,g,3.4,g,2.6,g,8.9,g,0.155,g,0.062,g,197.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,a,Lácteos y Derivados
452,Vivesoy Vainilla,1 l,"Pascual, ViveSoy","Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Leguminosas y derivados, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Leches de leguminosas, Bebidas de soja",100g,100g,36.0,kcal,1.7,g,0.3,g,1.8,g,1.7,g,3.0,g,0.07,g,0.028,g,151.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,b,"Frutas, Verduras y Legumbres"
453,Vivesoy Capuchino,1 l,"Pascual, ViveSoy","Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Leguminosas y derivados, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Leches de leguminosas, Bebidas de café, Bebidas de soja",100g,100g,51.0,kcal,1.7,g,0.3,g,5.4,g,5.2,g,3.1,g,0.09,g,0.036,g,215.0,kJ,en:sweetened-beverages,"en:beverages,en:sweetened-beverages",en:4-ultra-processed-food-and-drink-products,c,"Frutas, Verduras y Legumbres"
454,Kéfir,,Eroski,"Bebidas y preparaciones de bebidas, Bebidas, Lácteos, Comidas fermentadas, Productos fermentados de la leche, Bebida lácteas, Bebidas fermentadas, Bebidas de leche fermentada, Kéfir",100g,100g,68.0,kcal,3.6,g,2.4,g,4.3,g,4.3,g,4.6,g,0.18,g,0.072,g,68.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:4-ultra-processed-food-and-drink-products,c,Lácteos y Derivados
455,8 Cereales Con Miel,725 g,Nestlé,es:Cereales papilla,100g,100g,407.0,kcal,4.6,g,0.8,g,80.0,g,23.0,g,9.0,g,0.0975,g,0.039,g,407.0,kcal,,,en:1-unprocessed-or-minimally-processed-foods,c,"Cereales, Panadería y Pasta"
456,Mimik,1 l,Mimik,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, en:Dairy substitutes, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales",100g,100g,59.0,kcal,2.5,g,0.4,g,5.7,g,1.3,g,3.0,g,0.19,g,0.076,g,248.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,b,"Frutas, Verduras y Legumbres"
457,Yogur al estilo griego natural con azúcar de caña,1 kg,Dia,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, Yogures endulzados, Yogur de leche de vaca",100g,100g,145.0,kcal,9.2,g,6.0,g,11.7,g,11.7,g,3.3,g,0.13,g,0.052,g,603.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:3-processed-foods,c,Lácteos y Derivados
458,"Chocolate Negro 85%, Ecológico",100 g,Blanxart,"Botanas, Snacks dulces, Cacao y sus productos, Chocolates, Chocolates negros",100g,100g,624.0,kcal,52.2,g,32.7,g,22.3,g,15.4,g,10.8,g,0.01,g,0.004,g,2583.0,kJ,en:chocolate-products,"en:sugary-snacks,en:chocolate-products",en:3-processed-foods,d,"Snacks, Dulces y Postres"
459,Calabaza Crema,490,Día,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Comidas preparadas, Sopas, Sopas de tipo crema, Sopas de verduras y hortalizas, Cremas de verduras y hortalizas",100g,100g,29.0,kcal,1.5,g,0.4,g,2.6,g,1.6,g,0.6,g,0.7,g,0.28,g,119.0,kJ,en:soups,"en:fruits-and-vegetables,en:soups",en:4-ultra-processed-food-and-drink-products,b,"Frutas, Verduras y Legumbres"
460,Uva Roja Seedless raisins rouge,500g,Moyca,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Uvas, Uvas sin semillas",100g,100g,144.5,,2.6,,,,,,2.4,,,,0.2,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
461,Tomates 1kg | variedad: tinkwino,1 Kg,Sofprim,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Vegetables, Fresh foods, Fresh plant-based foods, Tomatoes and their products, Fresh vegetables, Tomatoes, Fresh tomatoes",100g,100g,144.5,,2.6,,,,,,2.4,,,,0.2,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
462,Cerezas,1 Kg,Zalama,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Cerezas",100g,100g,144.5,,2.6,,,,,,2.4,,,,0.2,,,,,,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
463,Puerro,400 g,"La Huerta Fresca, Priméale, Tabuenca","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Alimentos frescos, Verduras de tallo, Alimentos de origen vegetal frescos, Verduras y hortalizas frescas, Puerros, Puerro fresco",100g,100g,62.0,kcal,0.3,g,0.04,g,12.4,g,3.9,g,1.5,g,0.05,g,0.02,g,62.0,kcal,en:vegetables,"en:fruits-and-vegetables,en:vegetables",unknown,a,"Frutas, Verduras y Legumbres"
464,Gemüße-Spieße mild,1340g,"Baresa, SolMar","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Encurtidos, Vegetales encurtidos, Mezcla de encurtidos vegetales, Banderillas",100g,100g,33.0,kcal,2.7,g,0.5,g,0.2,g,0.1,g,0.8,g,3.0,g,1.2,g,152.0,kJ,en:salty-and-fatty-products,"en:salty-snacks,en:salty-and-fatty-products",en:4-ultra-processed-food-and-drink-products,d,Comidas Preparadas y Envasadas
465,Agua mineral natural,33 cl,Naturis,"Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",100g,100g,0.0,,0.0,,,,,,0.0,,,,0.0,mg,8.4328,mg,,,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,"Bebidas, Agua e Infusiones"
466,100% exprimido zumo de naranja sin pulpa,1 l,Carrefour,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Jus d'orange, en:squeezed-juices, Jus d'orange pur jus, es:Zumo",100g,100g,38.0,kcal,0.1,g,0.0,g,9.2,g,9.2,g,0.6,g,0.0,,,,162.0,kJ,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,"Bebidas, Agua e Infusiones"
467,Financiers Con almendras,150 g (6 x 25 g),"Carrefour BIO, Carrefour","Snacks, Snacks sucrés, Biscuits et gâteaux, Gâteaux, Gâteaux aux amandes, Financiers",100g,100g,417.0,kcal,20.0,g,8.1,g,50.0,g,39.0,g,8.2,g,0.43,g,0.172,g,1748.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,e,"Snacks, Dulces y Postres"
468,Mejillones en escabeche,"115 g, 8/12",Isabel,en:canned-seafood,100g,100g,163.0,kcal,8.5,g,1.6,g,2.0,g,0.0,g,20.0,g,1.5,g,0.6,g,163.0,kcal,,,en:4-ultra-processed-food-and-drink-products,c,"Pescados, Mariscos y Derivados"
469,Ketchup sin gluten,325 g,Prima,"Condimentos, Salsas, Salsas de tomate, Kétchups, en:groceries",100g,100g,82.0,kcal,0.0,g,0.0,g,19.0,g,17.0,g,1.4,g,2.0,g,0.8,g,344.0,kJ,en:dressings-and-sauces,"en:fats-and-sauces,en:dressings-and-sauces",en:4-ultra-processed-food-and-drink-products,d,"Salsas, Condimentos y Aditivos"
470,Vivesoy Avena,1 l,"Pascual, ViveSoy","Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena",100g,100g,50.0,kcal,0.7,g,0.1,g,9.1,g,5.0,g,1.2,g,0.06,g,0.024,g,209.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,c,"Cereales, Panadería y Pasta"
471,Queso curado cortadas,210 g ℮,Gran Capitán,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos",100g,100g,430.0,kcal,35.0,g,25.0,g,1.0,g,0.5,g,26.0,g,1.9,g,0.76,g,1806.0,kJ,en:cheese,"en:milk-and-dairy-products,en:cheese",en:3-processed-foods,e,Lácteos y Derivados
472,Chufi Original,1 l,Chufi,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, en:Dairy substitutes, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, Bebidas vegetales, Leches de frutos de cáscara, Leches de chufa, Horchatas de chufa",100g,100g,77.0,kcal,2.3,g,0.6,g,13.0,g,10.0,g,0.6,g,0.1,g,0.04,g,322.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,e,"Frutas, Verduras y Legumbres"
473,FILETES MELVA ALMADRABA ACEITE DE OLIVA.,"120 g (peso neto), 80 g (peso escurrido)",Tejero,"Productos del mar, en:Fishes and their products, Conservas, Pescados, Conservas de pescado",100g,100g,339.0,kcal,28.0,g,4.5,g,0.8,g,0.5,g,21.0,g,0.25,g,0.1,g,339.0,kcal,en:fish-and-seafood,"en:fish-meat-eggs,en:fish-and-seafood",en:3-processed-foods,b,"Pescados, Mariscos y Derivados"
474,Leche semidesnatada,1000ml / 1kg,lr,"Lácteos, Leches, Leche semidesnatada",100g,100g,46.0,kcal,1.6,g,1.1,g,4.7,g,4.7,g,3.1,g,0.1,g,0.04,g,46.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
475,Lentejas snacks queso y especias,90 g,Snatt's,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Leguminosas y derivados, Botanas, Snacks salados, Aperitivos, en:Biscuits and crackers, Crackers, en:Puffed salty snacks",100g,100g,463.0,kcal,21.0,g,2.4,g,58.0,g,4.6,g,13.0,g,1.6,g,0.64,g,2024.0,kJ,en:appetizers,"en:salty-snacks,en:appetizers",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
476,Leche semidesnatada con calcio,1 L,Consum,"Lácteos, Leches, Leche semidesnatada",100g,100g,49.0,kcal,1.6,g,1.1,g,4.7,g,4.7,g,3.9,g,0.0,g,0.0,g,49.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,b,Lácteos y Derivados
477,Leche desnatada,1l,Gaza,"Lácteos, en:Milks (liquid and powder), Leches, Leche desnatada, Leche de vaca",100g,100g,36.0,kcal,0.5,g,0.35,g,4.7,g,4.7,g,3.15,g,0.13,g,0.052,g,36.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,b,Lácteos y Derivados
478,Quark Natural,450 g,Flor de Burgos,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Quesos, Postres, Postres lácteos, en:Fermented dairy desserts, Queso quark, Quesos cremosos",serving,serving,48.0,kcal,0.2,g,0.1,g,3.9,g,3.9,g,7.7,g,0.25,g,0.1,g,48.0,kcal,en:dairy-desserts,"en:milk-and-dairy-products,en:dairy-desserts",en:4-ultra-processed-food-and-drink-products,a,Lácteos y Derivados
479,Yogur de oveja ecológico,420 g,Cantero de Letur,"Lácteos, Comidas fermentadas, Productos fermentados de la leche, Postres, Postres lácteos, en:Fermented dairy desserts, Yogures, en:Plain fermented dairy desserts, Yogures naturales, Yogures de leche de oveja",100g,100g,90.0,kcal,6.0,g,4.5,g,3.9,g,3.9,g,5.0,g,0.1,g,0.04,g,90.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
480,Gazpacho fresco sin pan,330 ml,Majao,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Comidas preparadas, Sopas, Sopas de verduras y hortalizas, Sopas frías, Gazpachos",100g,100g,39.0,kcal,3.3,g,0.38,g,1.4,g,1.4,g,1.0,g,0.7,g,0.28,g,160.0,kJ,en:soups,"en:fruits-and-vegetables,en:soups",en:3-processed-foods,b,Comidas Preparadas y Envasadas
481,Pimientos verdes,500 g,Natural de Montaña,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Verduras y hortalizas y sus productos, Hortalizas, Pimientos, Pimientos verdes",100g,100g,144.5,,2.6,,,,,,2.4,,,,0.2,,,,,,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
482,Jamón cocido extra finas lonchas,200g  16/09/22,Hacendado,"Productos a base de carne, Embutidos, Jamón, Jamón cocido, en:Carnes  Embutidos  Jamón  Jamón cocido",100g,100g,101.0,kcal,2.5,g,0.9,g,0.9,g,0.9,g,18.6,g,1.9,g,0.76,g,424.0,kJ,en:processed-meat,"en:fish-meat-eggs,en:processed-meat",en:4-ultra-processed-food-and-drink-products,c,"Carne, Aves y Productos Cárnicos"
483,Albóndigas,420 g,Dia,"Productos a base de carne, Comidas preparadas, Preparados de carne, Comidas con carne",100g,100g,142.0,kcal,9.5,g,2.8,g,5.1,g,0.6,g,8.4,g,1.1,g,0.44,g,142.0,kcal,en:one-dish-meals,"en:composite-foods,en:one-dish-meals",en:3-processed-foods,c,"Carne, Aves y Productos Cárnicos"
484,Puré de patatas,500g,Dia,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Productos deshidratados, Productos deshidratados para ser rehidratados, Puré, en:Potato preparations, en:Mashed potatoes, en:Instant mashed potatoes",100g,100g,75.0,kcal,1.0,g,0.7,g,12.6,g,2.2,g,2.6,g,0.0,g,0.0,g,75.0,kcal,en:potatoes,"en:cereals-and-potatoes,en:potatoes",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
485,Cerezas,500 g,Agrupación de Cooperativas Valle del Jerte,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Frutas, Cerezas",100g,100g,144.5,,0.2,g,0.0,g,16.0,g,12.8,g,1.0,g,0.0,g,0.0,g,296.0,kJ,en:fruits,"en:fruits-and-vegetables,en:fruits",en:1-unprocessed-or-minimally-processed-foods,a,"Frutas, Verduras y Legumbres"
486,Vinagre de vino blanco,1 l,Carbonell,Condimentos,100g,100g,0.0,kcal,3.3499999999999996,,,,,,2.8,,,,0.0,g,0.0,g,0.0,kcal,,,en:1-unprocessed-or-minimally-processed-foods,a,"Salsas, Condimentos y Aditivos"
487,Leche entera,"2,2 L",central lechera asturiana,"Lácteos, Leches, Leches homogeneizadas, Leche UHT, Leche entera, Leche de vaca",100g,100g,63.0,kcal,3.6,g,2.4,g,4.6,g,4.6,g,3.1,g,0.1,g,0.04,g,264.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:1-unprocessed-or-minimally-processed-foods,c,Lácteos y Derivados
488,Galleta de desayuno con 5 cereales y leche,400 g (8 x 50 g),Carrefour,"Botanas, Snacks dulces, Galletas y pasteles, Galletas",100g,100g,436.0,kcal,14.0,g,1.4,g,68.0,g,21.0,g,6.7,g,0.85,g,0.34,g,1834.0,kJ,en:biscuits-and-cakes,"en:sugary-snacks,en:biscuits-and-cakes",en:4-ultra-processed-food-and-drink-products,d,"Cereales, Panadería y Pasta"
490,Agua mineral pequeña,500 ml,Neval,"Bebidas y preparaciones de bebidas, Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",100g,100g,0.0,kcal,0.0,,,,,,0.0,,,,0.0,,,,0.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,"Bebidas, Agua e Infusiones"
491,Hélices integral,500 g,Gallo,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Cereales y derivados, Pastas alimenticias, en:Cereal pastas, Pasta seca, Pasta de trigo duro, en:Whole or semi-whole durum wheat pasta, Pastas de trigo duro integrales o semi-integrales",100g,serving,346.0,kcal,2.0,g,0.5,g,66.0,g,3.0,g,12.0,g,0.029999999329448,g,0.012,g,346.0,kcal,en:cereals,"en:cereals-and-potatoes,en:cereals",en:1-unprocessed-or-minimally-processed-foods,a,"Cereales, Panadería y Pasta"
492,Agua Sierra Fria Mineral Natural,1.5 l,Naturis,"Bebidas, Aguas, Aguas de manantial, Aguas minerales, Aguas minerales naturales",100g,100g,0.0,kcal,0.0,g,0.0,g,0.0,g,0.0,g,0.0,g,0.0,mg,4.35864,mg,0.0,kcal,en:unsweetened-beverages,"en:beverages,en:unsweetened-beverages",en:1-unprocessed-or-minimally-processed-foods,a,"Bebidas, Agua e Infusiones"
493,Corazones de alcachofa,"330 g (net), 200 g (strained)",Carrefour BIO,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Aliments et boissons à base de légumes, Conserves, Légumes et dérivés, Aliments à base de plantes en conserve, Légumes, Légumes en conserve, Légumes tiges, Artichauts, Coeurs d'artichauts",100g,100g,33.0,kcal,2.6,,,,4.8,g,1.2,g,1.6,g,0.75,g,0.3,g,137.0,kJ,en:vegetables,"en:fruits-and-vegetables,en:vegetables",en:3-processed-foods,a,"Frutas, Verduras y Legumbres"
494,L.Casei Fresa,6 x 100 g,Alteza,"Bebidas y preparaciones de bebidas, Bebidas, Lácteos, Comidas fermentadas, Productos fermentados de la leche, Bebida lácteas, Bebidas fermentadas, Bebidas de leche fermentada, en:Milk drinks fermented with L casei",100g,100g,68.0,kcal,1.6,g,1.0,g,10.6,g,10.5,g,2.7,g,0.0,g,0.0,g,285.0,kJ,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:4-ultra-processed-food-and-drink-products,e,Lácteos y Derivados
495,Pan Integral Dextrin Chía,300 g,"Dextrin, Santiveri","Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Cereales y patatas, Panes, Panes de molde, Pan tostado, Panes integrales, Panes de molde integrales",100g,100g,370.0,kcal,4.4,g,0.5,g,63.9,g,2.5,g,14.0,g,1.2,g,0.48,g,1561.0,kJ,en:bread,"en:cereals-and-potatoes,en:bread",en:3-processed-foods,a,"Cereales, Panadería y Pasta"
496,Vivesoy Bebida de Almendras,1 l,ViveSoy,"Bebidas y preparaciones de bebidas, Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, en:Dairy substitutes, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, Bebidas vegetales, Leches de frutos de cáscara, Leches de almendras, en:frutos-de-cáscara-y-derivados, en:leches-de-frutos-de-cáscara",100g,100g,26.0,kcal,1.2,g,0.1,g,3.2,g,3.1,g,0.5,g,0.14,g,0.056,g,108.0,kJ,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:4-ultra-processed-food-and-drink-products,c,"Frutas, Verduras y Legumbres"
497,Leche desnatada sin lactosa,1 l,Dia,"Lácteos, Leches, Leches homogeneizadas, Leche UHT, Leche desnatada, Leche de vaca, Leche sin lactosa",serving,100g,68.0,kcal,0.4,g,0.2,g,9.6,g,9.6,g,6.6,g,0.255,g,0.102,g,68.0,kcal,en:milk-and-yogurt,"en:milk-and-dairy-products,en:milk-and-yogurt",en:3-processed-foods,b,Lácteos y Derivados
498,Bebida De Avena,6,Yosoy,"Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena",100g,100g,47.0,kcal,0.7,g,0.1,g,8.2,g,5.4,g,1.6,g,0.04,g,0.016,g,47.0,kcal,en:plant-based-milk-substitutes,"en:beverages,en:plant-based-milk-substitutes",en:1-unprocessed-or-minimally-processed-foods,c,"Cereales, Panadería y Pasta"
